Comment,Designator,Footprint,LCSC Part #
10nF,C4 C5,C0402,
100,R3 R4,R0603,C5123610
100nF,C1 C2 C3,C0402,
MAX31856MUD+,U1,SOP65P640X110-14N,C2653162
USUP_SPI_CONNECTOR_VERT,J2,1X06_1MM_RA_VERT,C145963
